Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/547,B60K6/365,B60K6/405,B60K2006/4825,Y02T10/6252
US7191855,0,0,0,0,1,0,0,0
DE102018200294A1,0,0,0,0,1,0,0,0
CN107839463A,0,0,0,0,1,0,0,0
DE102016201855A1,0,0,0,0,1,0,0,0
CN109501578A,0,0,0,0,1,0,0,0
DE102017218228A1,0,0,0,0,1,0,0,0
WO2006092122A1,0,0,0,0,1,0,0,0
WO2019005717A1,0,0,0,0,1,0,0,0
DE102017223157A1,0,0,0,0,1,0,0,0
US20190193716A1,0,0,0,0,1,0,0,0
US10197151,0,0,0,0,1,0,0,0
CN108656935A,0,0,0,0,1,0,0,0
CN107825953A,0,0,0,0,1,0,0,0
US20190111913A1,0,0,0,0,1,0,0,0
WO2018165376A1,0,0,0,0,1,0,0,0
IT201600079717A1,0,0,0,0,1,0,0,0
DE102015213066A1,0,0,0,0,1,0,0,0
CN109203974A,0,0,0,0,1,0,0,0
US9199528,0,0,0,0,1,0,0,0
CN105501044A,0,0,0,0,1,0,0,0
CN109367383A,0,0,0,0,1,0,0,0
DE102015226685A1,0,0,0,0,1,0,0,0
US9248831,0,0,0,0,1,0,0,0
US8862298,0,0,0,0,1,0,0,0
DE102017219999A1,0,0,0,0,1,0,0,0
CN109383269A,0,0,0,0,1,0,0,0
US10082196,0,0,0,0,1,0,0,0
US20160152225A1,0,0,0,0,1,0,0,0
CN109484155A,0,0,0,0,1,0,0,0
US7715957,0,0,0,0,1,0,0,0
DE102017216319A1,0,0,0,0,1,0,0,0
KR102013250B1,0,0,0,0,1,0,0,0
CN109094354A,0,0,0,0,1,0,0,0
DE202016103126U1,0,0,0,0,1,0,0,0
US8937455,0,0,0,0,1,0,0,0
CN109130832A,0,0,0,0,1,0,0,0
DE102015226674A1,0,0,0,0,1,0,0,0
CN108032725A,0,0,0,0,1,0,0,0
DE102016213732A1,0,0,0,0,1,0,0,0
US6135914,0,0,0,0,1,0,0,0
US7470209,0,0,0,0,1,0,0,0
US10214198,0,0,0,0,1,0,0,0
US7322896,0,0,0,0,1,0,0,0
US9963029,0,0,0,0,1,0,0,0
US9827971,0,0,0,0,1,0,0,0
CN109649151A,0,0,0,0,1,0,0,0
CN108790774A,0,0,0,0,1,0,0,0
US6405818,0,0,0,0,1,0,0,0
US9809105,0,0,0,0,1,0,0,0
DE102017218235A1,0,0,0,0,1,0,0,0
US8968150,0,0,0,0,1,0,0,0
US7410437,0,0,0,0,1,0,0,0
US9457796,0,0,0,0,1,0,0,0
US9694663,0,0,0,0,1,0,0,0
CN108944410A,0,0,0,0,1,0,0,0
US20110245003A1,0,0,0,0,1,0,0,0
US10017042,0,0,0,0,1,0,0,0
US8909401,0,0,0,0,1,0,0,0
US3161083,0,0,0,0,1,0,0,0
US20160153419A1,0,0,0,0,1,0,0,0
DE102017222707A1,0,0,0,0,1,0,0,0
US9781867,0,0,0,0,1,0,0,0
DE2823225A1,0,0,0,0,1,0,0,0
DE102017219100A1,0,0,0,0,1,0,0,0
DE102017222705A1,0,0,0,0,1,0,0,0
US6896080,0,0,0,0,1,0,0,0
US8818604,0,0,0,0,1,0,0,0
CN106915243A,0,0,0,0,1,0,0,0
CN107244232A,0,0,0,0,1,0,0,0
DE102017216306A1,0,0,0,0,1,0,0,0
US9623757,0,0,0,0,1,0,0,0
US6478705,0,0,0,0,1,0,0,0
US20170129475A1,0,0,0,0,1,0,0,0
CN108340762A,0,0,0,0,1,0,0,0
RU2624778C1,0,0,0,0,1,0,0,0
DE102017218240A1,0,0,0,0,1,0,0,0
US10093307,0,0,0,0,1,0,0,0
KR101807151B1,0,0,0,0,1,0,0,0
WO2016058608A1,0,0,0,0,1,0,0,0
RU2653106C1,0,0,0,0,1,0,0,0
KR101879127B1,0,0,0,0,1,0,0,0
GB2458187A,0,0,0,0,1,0,0,0
CN107215195A,0,0,0,0,1,0,0,0
FR2834938B1,0,0,0,0,1,0,0,0
US9688132,0,0,0,0,1,0,0,0
US9878700,0,0,0,0,1,0,0,0
CN108263200A,0,0,0,0,1,0,0,0
GB2559345A,0,0,0,0,1,0,0,0
CN109334428A,0,0,0,0,1,0,0,0
US9206885,0,0,0,0,1,0,0,0
US20170299055A1,0,0,0,0,1,0,0,0
US8866437,0,0,0,0,1,0,0,0
DE102015223288A1,0,0,0,0,1,0,0,0
US9028362,0,0,0,0,1,0,0,0
DE102015223683A1,0,0,0,0,1,0,0,0
US9490687,0,0,0,0,1,0,0,0
US9453572,0,0,0,0,1,0,0,0
US10138770,0,0,0,0,1,0,0,0
US9809186,0,0,0,0,1,0,0,0
US7448458,0,0,0,0,1,0,0,0
US9908523,0,0,0,0,1,0,0,0
CN108263197A,0,0,0,0,1,0,0,0
CN106915237A,0,0,0,0,1,0,0,0
DE102014000880A1,0,0,0,1,1,0,0,0
US9090248,0,0,0,1,0,0,0,0
CN109353207A,0,0,0,1,0,0,0,0
CN106926681A,0,0,0,1,0,0,0,0
CN106696675A,0,0,0,1,0,0,0,0
US7044255,0,0,0,1,0,0,0,0
CN107234963A,0,0,0,1,0,0,0,0
CN109515157A,0,0,0,1,0,0,0,0
CN106274441A,0,0,0,1,0,0,0,0
DE102012219448A1,0,0,0,1,0,0,0,0
US7140460,0,0,0,1,0,0,0,0
CN106801724A,0,0,0,1,0,0,0,0
US10207702,0,0,0,1,0,0,0,0
CN107781411A,0,0,0,1,0,0,0,0
US9481355,0,0,0,1,0,0,0,0
CN107448560A,0,0,0,1,0,0,0,0
CN109693529A,0,0,0,1,0,0,0,0
CN106740044A,0,0,0,1,0,0,0,0
US7668630,0,0,0,1,0,0,0,0
CN108215791A,0,0,0,1,0,0,0,0
DE102017111171A1,0,0,0,1,0,0,0,0
WO2018123392A1,0,0,0,1,0,0,0,0
CN109664747A,0,0,0,1,0,0,0,0
CN106696673A,0,0,0,1,0,0,0,0
US6965173,0,0,0,1,0,0,0,0
WO2015128558A1,0,0,0,1,0,0,0,0
CN106143105A,0,0,0,1,0,0,0,0
WO2014112128A1,0,0,0,1,0,0,0,0
US9653959,1,0,0,0,0,0,1,0
US10112474,1,0,0,0,0,0,1,0
US20190299767A1,0,0,0,1,0,0,0,0
DE10025797A1,0,0,0,1,0,0,0,0
DE102013222735A1,0,0,0,1,0,0,0,0
US9457670,0,0,0,1,0,0,0,0
CN106696674A,0,0,0,1,0,0,0,0
US9919700,0,0,0,1,0,0,0,0
DE102012217512A1,0,0,0,1,0,0,0,0
DE102017223758A1,0,0,0,1,0,0,0,0
CN107867171A,0,0,0,1,0,0,0,0
DE102007039980A1,0,0,0,1,0,0,0,0
CN109624686A,0,0,0,1,0,0,0,0
US20190048999A1,0,0,0,1,0,0,0,0
US20190061738A1,0,0,0,1,0,0,0,0
US10350985,0,0,0,1,0,0,0,0
CN106394225A,0,0,0,1,0,0,0,0
CN107867170A,0,0,0,1,0,0,0,0
EP3484736A1,0,0,0,1,0,0,0,0
US5960897,0,0,0,1,0,0,0,0
US20190135103A1,0,0,0,1,0,0,0,0
CN108621779A,0,0,0,1,0,0,0,0
CN106696672A,0,0,0,1,0,0,0,0
DE102018128367A1,0,0,0,1,0,0,0,0
CN108422849A,0,0,0,1,0,0,0,0
DE102012222682A1,0,0,0,1,0,0,0,0
CN108162743A,0,0,0,1,0,0,0,0
US10160348,0,0,0,1,0,0,0,0
CN109624684A,0,0,0,1,0,0,0,0
DE102012221140A1,0,0,0,1,0,0,0,0
US9327711,0,0,0,1,0,0,0,0
CN109109648A,0,0,0,1,0,0,0,0
US9272697,0,0,1,1,0,0,0,0
US7191859,0,0,1,1,0,0,0,0
US20120198962A1,0,0,1,1,0,0,0,0
US6492785,0,0,0,1,0,0,0,0
US20190017594A1,0,0,0,1,0,0,0,0
DE102017115666A1,0,0,0,1,0,0,0,0
DE102017128431A1,0,0,0,1,0,0,0,0
WO2018229212A1,0,0,0,1,0,0,0,0
DE102012219447A1,0,0,0,1,0,0,0,0
DE102012219437A1,0,0,0,1,0,0,0,0
US10279673,0,0,0,1,0,0,0,0
US8347998,0,0,0,1,0,0,0,0
US9862374,0,0,0,1,0,0,0,0
CN107933283A,0,0,0,1,0,0,0,0
US10189462,0,0,0,1,0,0,0,0
CN108662094A,0,0,0,1,0,0,0,0
WO2019111459A1,0,0,0,1,0,0,0,0
US20180156331A1,0,0,0,1,0,0,0,0
CN107953765A,0,0,0,1,0,0,0,0
US6540035,0,0,0,1,0,0,0,0
WO2019031293A1,0,0,0,1,0,0,0,0
DE102013216742A1,0,0,0,1,0,0,0,0
CN106274442A,0,0,0,1,0,0,0,0
US20170267093A1,0,0,0,1,0,0,0,0
CN106627093A,0,0,0,1,0,0,0,0
CN109515158A,0,0,0,1,0,0,0,0
US7905807,0,0,0,1,0,0,0,0
US7789177,0,0,0,1,0,0,0,0
WO2019111458A1,0,0,0,1,0,0,0,0
CN108608853A,0,0,0,1,0,0,0,0
CN108859727A,0,0,0,1,0,0,0,0
US20190009770A1,0,0,0,1,0,0,0,0
US9248732,0,0,0,1,0,0,0,0
FR2719813B1,0,0,0,1,0,0,0,0
US8944194,0,0,0,1,0,0,0,0
CN108189663A,0,0,0,1,0,0,0,0
WO2019129203A1,0,0,0,1,0,0,0,0
CN106114187A,0,0,0,1,0,0,0,0
EP3485183A1,1,0,0,0,0,0,1,0
US8701808,0,0,1,1,0,0,0,0
DE102006045521B4,0,0,1,1,0,0,0,0
US20180326969A1,0,0,1,1,0,0,0,0
US10023040,0,0,0,0,1,0,0,0
US20180170355A1,0,0,0,0,1,0,0,0
US4588040,0,0,0,0,1,0,0,0
DE102018007015A1,0,0,0,0,1,0,0,0
FR3025142B1,0,0,0,0,1,0,0,0
CN108016284A,0,0,0,0,1,0,0,0
DE102017223151A1,0,0,0,0,1,0,0,0
US9873423,0,0,0,0,1,0,0,0
CN107471996A,0,0,0,0,1,0,0,0
DE19606771C2,0,0,0,0,1,0,0,0
US6527659,0,0,0,0,1,0,0,0
US9452751,0,0,0,0,1,0,0,0
CN108773263A,0,0,0,0,1,0,0,0
CN109291782A,0,0,0,0,1,0,0,0
WO2009090456A3,0,0,0,0,1,0,0,0
DE102017219130A1,0,0,0,0,1,0,0,0
US5120282,0,0,0,0,1,0,0,0
CN109177716A,0,0,0,0,1,0,0,0
US9933049,0,0,0,0,1,0,0,0
DE20117410U1,0,0,0,0,1,0,0,0
US20170241308A1,0,0,0,0,1,0,0,0
US9482288,0,0,0,0,1,0,0,0
US7053566,0,0,0,0,1,0,0,0
US20110256974A1,0,0,0,0,1,0,0,0
US20180304881A1,0,0,0,0,1,0,0,0
US20160332614A1,0,0,0,0,1,0,0,0
CN108394265A,0,0,0,0,1,0,0,0
US9950635,0,0,0,0,1,0,0,0
US9221335,0,0,0,0,1,0,0,0
DE102017220491A1,0,0,0,0,1,0,0,0
US10160444,0,0,0,0,1,0,0,0
US10011261,0,0,0,0,1,0,0,0
DE102017222717A1,0,0,0,0,1,0,0,0
US9725085,0,0,0,0,1,0,0,0
US9783039,0,0,0,0,1,0,0,0
DE102016207389A1,0,0,0,0,1,0,0,0
CN107054051A,0,0,0,0,1,0,0,0
WO2013017219A1,0,0,0,0,1,0,0,0
US20190003556A1,0,0,0,0,1,0,0,0
DE102017219102A1,0,0,0,0,1,0,0,0
US20180345783A1,0,0,0,0,1,0,0,0
KR101865862B1,0,0,0,0,1,0,0,0
CN108859729A,0,0,0,0,1,0,0,0
WO2008138562A1,0,0,0,0,1,0,0,0
US9387757,0,0,0,0,1,0,0,0
WO2018005747A1,0,0,0,0,1,0,0,0
US7117965,0,0,0,0,1,0,0,0
US20170297559A1,0,0,0,0,1,0,0,0
CN105882382A,0,0,0,0,1,0,0,0
KR1020180067301A,0,0,0,0,1,0,0,0
US9975418,0,0,0,0,1,0,0,0
US6994646,0,0,0,0,1,0,0,0
CN108081945A,0,0,0,0,1,0,0,0
US8939858,0,0,0,0,1,0,0,0
US20150273998A1,0,0,0,0,1,0,0,0
US9862373,0,0,0,0,1,0,0,0
DE102017218231A1,0,0,0,0,1,0,0,0
US9005078,0,0,0,0,1,0,0,0
US7369930,0,0,0,0,1,0,0,0
DE102011051625A1,0,0,0,0,1,0,0,0
CN107215203A,0,0,0,0,1,0,0,0
US10377370,0,0,0,0,1,0,0,0
WO2019125279A1,0,0,0,0,1,0,0,0
CN109501577A,0,0,0,0,1,0,0,0
US10131343,0,0,0,0,1,0,0,0
US9545839,0,0,0,0,1,0,0,0
KR101976619B1,0,0,0,0,1,0,0,0
CN109572396A,0,0,0,0,1,0,0,0
CN106926683A,0,0,0,0,1,0,0,0
CN108749552A,0,0,0,0,1,0,0,0
US20180340595A1,0,0,0,0,1,0,0,0
CN106696681A,0,0,0,0,1,0,0,0
WO2008062581A1,0,0,0,0,1,0,0,0
US9376007,0,0,0,0,1,0,0,0
CN106915238A,0,0,0,0,1,0,0,0
US8868274,0,0,0,0,1,0,0,0
CN106004409A,0,0,0,0,1,0,0,0
US20170122244A1,0,0,0,0,1,0,0,0
US9841092,0,0,0,0,1,0,0,0
DE102010025457A1,0,0,0,0,1,0,0,0
CN106183780A,0,0,0,0,1,0,0,0
US9133925,0,0,0,0,1,0,0,0
FR3060082A1,1,0,0,0,0,0,1,0
FR3060082B1,1,0,0,0,0,0,1,0
US20190291714A1,0,0,0,0,1,0,0,0
US20190263248A1,0,0,0,0,1,0,0,0
US10005351,0,0,0,0,1,0,0,0
US20170028837A1,0,0,0,0,1,0,0,0
CN106740047A,0,0,0,0,1,0,0,0
US20190275877A1,0,0,0,0,1,0,0,0
US5865263,0,0,0,0,1,0,0,0
US6336063,0,0,0,0,1,0,0,0
US10293807,0,0,0,0,1,0,0,0
DE102017222709A1,0,0,0,0,1,0,0,0
US9969255,0,0,0,0,1,0,0,0
US9587613,0,0,0,0,1,0,0,0
US9780632,0,0,0,0,1,0,0,0
CN109435669A,0,0,0,0,1,0,0,0
CN108215764A,0,0,0,0,1,0,0,0
US9243575,0,0,0,0,1,0,0,0
DE102018007154A1,0,0,0,0,1,0,0,0
US9017203,0,0,0,0,1,0,0,0
DE102016204366A1,0,0,0,0,1,0,0,0
US6397963,0,0,0,0,1,0,0,0
US5577973,0,0,0,0,1,0,0,0
CN108382183A,0,0,0,0,1,0,0,0
CN108215766A,0,0,0,0,1,0,0,0
US6527658,0,0,0,0,1,0,0,0
WO2008056067A1,0,0,0,0,1,0,0,0
CN109383267A,0,0,0,0,1,0,0,0
US6453222,0,0,0,0,1,0,0,0
CN108340764A,0,0,0,0,1,0,0,0
CN107933288A,0,0,0,0,1,0,0,0
CN109353210A,0,0,0,0,1,0,0,0
CN109421511A,0,0,0,0,1,0,0,0
US7273119,0,0,0,0,1,0,0,0
EP1452383B1,0,0,0,0,1,0,0,0
US5991683,0,0,0,0,1,0,0,0
US7097586,0,0,0,0,1,0,0,0
US9216736,0,0,0,0,1,0,0,0
DE102017216317A1,0,0,0,0,1,0,0,0
US20160001764A1,0,0,0,0,1,0,0,0
CN107813692A,0,0,0,0,1,0,0,0
KR1020180107359A,0,0,0,0,1,0,0,0
US9963148,0,0,0,0,1,0,0,0
US5799744,0,0,0,0,1,0,0,0
CN109080438A,0,0,0,0,1,0,0,0
US20170327107A1,0,0,0,0,1,0,0,0
CN106476605A,0,0,0,0,1,0,0,0
US9834206,0,0,0,0,1,0,0,0
US10012308,0,0,0,0,1,0,0,0
US9963142,0,0,0,0,1,0,0,0
WO2013091944A1,0,0,0,0,1,0,0,0
DE102017210570A1,0,0,0,0,1,0,0,0
US7220200,0,0,0,0,1,0,0,0
DE102018200297A1,0,0,0,0,1,0,0,0
US6755266,0,0,0,0,1,0,0,0
US20190222095A1,0,0,0,0,1,0,0,0
CN108944405A,0,0,0,0,1,0,0,0
US9446760,0,0,0,0,1,0,0,0
US20160375754A1,0,0,0,0,1,0,0,0
US6625524,0,0,0,0,1,0,0,0
US7997365,0,0,0,0,1,0,0,0
US5998901,0,0,0,0,1,0,0,0
US9809213,0,0,0,0,1,0,0,0
US9080659,0,0,0,0,1,0,0,0
KR101714303B1,0,0,0,0,1,0,0,0
DE102015213067A1,0,0,0,0,1,0,0,0
CN107662485A,0,0,0,0,1,0,0,0
KR101925223B1,0,0,0,0,1,0,0,0
US20190061521A1,0,0,0,0,1,0,0,0
CN109398068A,0,0,0,0,1,0,0,0
CN107054050A,0,0,0,0,1,0,0,0
CN109080434A,0,0,0,0,1,0,0,0
DE4108647C2,0,0,0,0,1,0,0,0
CN108248364A,0,0,0,0,1,0,0,0
KR1020170025579A,0,0,0,0,1,0,0,0
US9033836,0,0,0,0,1,0,0,0
DE102013218923A1,0,0,0,0,1,0,0,0
CN108099575A,0,0,0,0,1,0,0,0
US20010008859A1,0,0,0,0,1,0,0,0
US7198123,0,0,0,0,1,0,0,0
US9771067,0,0,0,0,1,0,0,0
WO2018178924A1,0,0,0,0,1,0,0,0
US9527507,0,0,0,0,1,0,0,0
US8827865,0,0,0,0,1,0,0,0
CN109203972A,0,0,0,0,1,0,0,0
US9797115,0,0,0,0,1,0,0,0
CN109017265A,0,0,0,0,1,0,0,0
US9752676,0,0,0,0,1,0,0,0
US10220698,0,0,0,0,1,0,0,0
US1515321,0,0,0,0,1,0,0,0
DE102017223161A1,0,0,0,0,1,0,0,0
GB2559203A,0,0,0,0,1,0,0,0
US7487852,0,0,0,0,1,0,0,0
DE102016207408A1,0,0,0,0,1,0,0,0
KR101744836B1,0,0,0,0,1,0,0,0
CN105539118A,0,0,0,0,1,0,0,0
US7070530,0,0,0,0,1,0,0,0
US9834198,0,0,0,0,1,0,0,0
US9919618,0,0,0,0,1,0,0,0
US20190184965A1,0,0,0,0,1,0,0,0
US9340099,0,0,0,0,1,0,0,0
CN108340763A,0,0,0,0,1,0,0,0
CN107310375A,0,0,0,0,1,0,0,0
US9499049,1,0,0,0,0,0,1,0
WO2018086858A1,1,0,0,0,0,0,1,0
CN106985654B,0,0,1,1,0,0,0,0
US10358136,0,0,0,1,0,0,0,0
US20180134272A1,0,0,0,1,0,0,0,0
DE102017128428A1,0,0,0,1,0,0,0,0
WO2013176107A1,0,0,0,1,0,0,0,0
CN108715130A,0,0,0,1,0,0,0,0
DE102016226029A1,0,0,0,1,0,0,0,0
CN108725172A,0,0,0,1,0,0,0,0
CN108162742A,0,0,0,1,0,0,0,0
CN108482100A,0,0,0,1,0,0,0,0
CN108382188A,0,0,0,1,0,0,0,0
US8950526,0,0,0,1,0,0,0,0
DE102012222125A1,0,0,0,1,0,0,0,0
GB2451246A,0,0,0,1,0,0,0,0
CN105805262A,0,0,0,1,0,0,0,0
US7128037,0,0,0,1,0,0,0,0
US9932039,0,0,0,1,0,0,0,0
CN109664746A,0,0,0,1,0,0,0,0
CN108001204A,0,0,0,1,0,0,0,0
WO2018000954A1,0,0,0,1,0,0,0,0
CN108757850A,0,0,0,1,0,0,0,0
EP3171054A1,0,0,0,1,0,0,0,0
CN108895128A,0,0,0,1,0,0,0,0
WO2018077272A1,0,0,0,1,0,0,0,0
EP3277531A1,0,0,0,1,0,0,0,0
WO2019120797A1,0,0,0,1,0,0,0,0
US10322713,0,0,0,1,0,0,0,0
CN107867172A,0,0,0,1,0,0,0,0
US8915814,0,0,0,1,0,0,0,0
CN108454375A,0,0,0,1,0,0,0,0
CN108638837A,0,0,0,1,0,0,0,0
CN108045216A,0,0,0,1,0,0,0,0
CN109080429A,0,0,0,1,0,0,0,0
CN107867173A,0,0,0,1,0,0,0,0
CN108501686A,0,0,0,1,0,0,0,0
US10359110,0,0,0,1,0,0,0,0
US9168826,0,0,0,1,0,0,0,0
US8122983,0,0,1,1,0,0,0,0
US7792628,0,0,1,1,0,0,0,0
US7509802,1,0,0,0,0,1,0,0
US7682285,1,0,0,0,0,1,0,0
DE102012222119A1,0,0,0,1,0,0,0,0
DE102017128433A1,0,0,0,1,0,0,0,0
DE102017128430A1,0,0,0,1,0,0,0,0
US6007451,0,0,0,1,0,0,0,0
US9694823,0,0,0,1,0,0,0,0
CN109455079A,0,0,0,1,0,0,0,0
AT520555A4,0,0,0,1,0,0,0,0
DE102012221141A1,0,0,0,1,0,0,0,0
WO2014162760A1,0,0,0,1,0,0,0,0
DE102012222121A1,0,0,0,1,0,0,0,0
EP3377378A1,0,0,0,1,0,0,0,0
CN108001203A,0,0,0,1,0,0,0,0
CN105835680A,0,0,0,1,0,0,0,0
CN107234961A,0,0,0,1,0,0,0,0
US10351015,0,0,0,1,0,0,0,0
CN107035823A,0,0,0,1,0,0,0,0
CN107901750A,0,0,0,1,0,0,0,0
US9022898,0,0,0,1,0,0,0,0
US9809103,0,0,0,1,0,0,0,0
CN108162741A,0,0,0,1,0,0,0,0
US9944163,0,0,0,1,0,0,0,0
CN107364330A,0,0,0,1,0,0,0,0
US9505399,0,0,0,1,0,0,0,0
FR2419832A1,0,0,0,1,0,0,0,0
US9874266,0,0,0,1,0,0,0,0
WO2013145104A1,0,0,0,1,0,0,0,0
US9205735,0,0,0,1,0,0,0,0
US8412427,0,0,0,1,0,0,0,0
CN108482098A,0,0,0,1,0,0,0,0
US10279674,0,0,0,1,0,0,0,0
CN108001205A,0,0,0,1,0,0,0,0
US20180106332A1,0,0,0,1,0,0,0,0
EP2269882B1,0,0,0,1,0,0,0,0
KR101882398B1,0,0,0,1,0,0,0,0
SE1751387A1,0,0,0,1,0,0,0,0
WO2018158029A1,1,0,0,0,0,0,1,0
DE102016213271A1,0,0,0,0,1,0,1,0
US10232698,0,0,0,1,0,0,0,0
US10183569,0,0,0,1,0,0,0,0
EP3472489A1,0,0,0,1,0,0,0,0
DE102012222122A1,0,0,0,1,0,0,0,0
CN108382187A,0,0,0,1,0,0,0,0
US9951850,0,0,0,1,0,0,0,0
US20190168761A1,0,0,0,1,0,0,0,0
DE102012221137A1,0,0,0,1,0,0,0,0
EP2426376B1,0,0,0,1,0,0,0,0
US20190061737A1,0,0,0,1,0,0,0,0
GB2528166B,0,0,0,1,0,0,0,0
CN109532454A,0,0,0,1,0,0,0,0
US9102227,0,0,0,1,0,0,0,0
US9045137,0,0,0,1,0,0,0,0
CN106671764A,0,0,0,1,0,0,0,0
US10337587,0,0,0,1,0,0,0,0
CN107650664A,0,0,0,1,0,0,0,0
WO2019128968A1,0,0,0,1,0,0,0,0
CN108638836A,0,0,0,1,0,0,0,0
CN106945500A,0,0,0,1,0,0,0,0
US9568065,0,0,0,1,0,0,0,0
US10144406,0,0,0,1,0,0,0,0
US20190039450A1,0,0,0,1,0,0,0,0
US9701189,0,0,0,1,0,0,0,0
US9002604,0,0,0,1,0,0,0,0
US7134516,0,0,0,1,0,0,0,0
CN108944406A,0,0,0,1,0,0,0,0
US9969381,0,0,0,1,0,0,0,0
CN107795645A,0,0,0,1,0,0,0,0
CN109263461A,0,0,0,1,0,0,0,0
US10293811,0,0,0,1,0,0,0,0
WO2019072717A1,0,0,0,1,0,0,0,0
CN107654527A,0,0,0,1,0,0,0,0
US6484833,0,0,0,1,0,0,0,0
US9568066,0,0,0,1,0,0,0,0
CN108612812A,0,0,0,1,0,0,0,0
DE102012222123A1,0,0,0,1,0,0,0,0
US10279797,0,0,0,0,1,0,0,0
US20190118639A1,0,0,0,0,1,0,0,0
KR102022783B1,0,0,0,0,1,0,0,0
US10407054,0,0,0,0,1,0,0,0
US10408310,0,0,0,0,1,0,0,0
US20190105980A1,0,0,0,0,1,0,0,0
CN109501581A,0,0,0,0,1,0,0,0
DE102016224458A1,0,0,0,0,1,0,0,0
US9935567,0,0,0,0,1,0,0,0
CN108128139A,0,0,0,0,1,0,0,0
US10260618,0,0,0,0,1,0,0,0
US9013142,0,0,0,0,1,0,0,0
CN105599584A,0,0,0,0,1,0,0,0
DE102017219108A1,0,0,0,0,1,0,0,0
US20170050636A1,0,0,0,0,1,0,0,0
DE102015223294A1,0,0,0,0,1,0,0,0
US7398845,0,0,0,0,1,0,0,0
CN109484153A,0,0,0,0,1,0,0,0
CN108016283A,0,0,0,0,1,0,0,0
US9988042,0,0,0,0,1,0,0,0
CN107458204A,0,0,0,0,1,0,0,0
CN109466310A,0,0,0,0,1,0,0,0
CN108482097A,0,0,0,0,1,0,0,0
US5904631,0,0,0,0,1,0,0,0
US9683631,0,0,0,0,1,0,0,0
US6557656,0,0,0,0,1,0,0,0
US10230323,0,0,0,0,1,0,0,0
EP0391939A1,0,0,0,0,1,0,0,0
US8818692,0,0,0,0,1,0,0,0
CN107379957A,0,0,0,0,1,0,0,0
US8989938,0,0,0,0,1,0,0,0
CN107914564A,0,0,0,0,1,0,0,0
DE102017201431B3,0,0,0,0,1,0,0,0
CN108819698A,0,0,0,0,1,0,0,0
US9499041,0,0,0,0,1,0,0,0
US7179186,0,0,0,0,1,0,0,0
CN109649152A,0,0,0,0,1,0,0,0
US5988307,0,0,0,0,1,0,0,0
CN109501580A,0,0,0,0,1,0,0,0
US20180297463A1,0,0,0,0,1,0,0,0
CN108382182A,0,0,0,0,1,0,0,0
DE102016206528A1,0,0,0,0,1,0,0,0
CN109334431A,0,0,0,0,1,0,0,0
CN108128138A,0,0,0,0,1,0,0,0
DE3231959A1,0,0,0,0,1,0,0,0
CN109130839A,0,0,0,0,1,0,0,0
DE102015223275A1,0,0,0,0,1,0,0,0
CN108725179A,0,0,0,0,1,0,0,0
EP0775607B1,0,0,0,0,1,0,0,0
CN108394266A,0,0,0,0,1,0,0,0
US7128677,0,0,0,0,1,0,0,0
US10005454,0,0,0,0,1,0,0,0
US9017204,0,0,0,0,1,0,0,0
US7172524,0,0,0,0,1,0,0,0
CN108656936A,0,0,0,0,1,0,0,0
CN109435674A,0,0,0,0,1,0,0,0
CN108944411A,0,0,0,0,1,0,0,0
US6793600,0,0,0,0,1,0,0,0
US7174978,0,0,0,0,1,0,0,0
DE102017200778A1,0,0,0,0,1,0,0,0
EP2094993A1,0,0,0,0,1,0,0,0
DE102015223290A1,0,0,0,0,1,0,0,0
CN108638835A,0,0,0,0,1,0,0,0
US9876460,0,0,0,0,1,0,0,0
WO2013044892A1,0,0,0,0,1,0,0,0
US6208034,0,0,0,0,1,0,0,0
CN108099577A,0,0,0,0,1,0,0,0
US20110172043A1,0,0,0,0,1,0,0,0
DE102017222703A1,0,0,0,0,1,0,0,0
US10086821,0,0,0,0,1,0,0,0
US7314422,0,0,0,0,1,0,0,0
US10260433,0,0,0,0,1,0,0,0
US7236875,0,0,0,0,1,0,0,0
US10183661,0,0,0,0,1,0,0,0
CN107985058A,0,0,0,0,1,0,0,0
US7242159,0,0,0,0,1,0,0,0
DE102006025525A1,0,0,0,0,1,0,0,0
DE102015213063A1,0,0,0,0,1,0,0,0
US9168822,0,0,0,0,1,0,0,0
CN108569129A,0,0,0,0,1,0,0,0
CN106915241A,0,0,0,0,1,0,0,0
EP1306255A3,0,0,0,0,1,0,0,0
US8892280,0,0,0,0,1,0,0,0
US9995226,0,0,0,0,1,0,0,0
CN108790776A,0,0,0,0,1,0,0,0
US6889126,0,0,0,0,1,0,0,0
US9956863,0,0,0,0,1,0,0,0
KR1020150125089A,0,0,0,0,1,0,0,0
US9979056,0,0,0,0,1,0,0,0
US9254741,0,0,0,0,1,0,0,0
CN108909432A,0,0,0,0,1,0,0,0
WO2019119961A1,0,0,0,0,1,0,0,0
CN108909433A,0,0,0,0,1,0,0,0
CA2326849A1,0,0,0,0,1,0,0,0
DE102017222722A1,0,0,0,0,1,0,0,0
CN108725173A,0,0,0,0,1,0,0,0
US9908397,0,0,0,0,1,0,0,0
US7264071,0,0,0,0,1,0,0,0
US7108087,0,0,0,0,1,0,0,0
CN107339388A,0,0,0,0,1,0,0,0
US7014586,0,0,0,0,1,0,0,0
US7000717,0,0,0,0,1,0,0,0
JP4375260B2,0,1,1,0,0,0,0,0
US20180354494A1,0,0,0,1,0,0,0,0
